id,group_id,group_is_high_risk,group_size,group_black_ratio,group_grey_ratio,group_risk_mean,group_risk_max,acct_id,acct_label_raw,acct_risk_level,acct_risk_level_name,acct_risk_score,acct_is_black,acct_is_grey,acct_is_core,role,txn_out_cnt,txn_in_cnt,txn_out_sum,txn_in_sum,txn_net_out_amt,txn_out_in_ratio,graph_pr,graph_in_deg,graph_out_deg,graph_weighted_out_deg
36344,1314,False,2.0,0.0,0.0,0.2606939033104483,0.2883361813254448,689bef0f45f4997310d9ddea39ebcdd8550a6c7d183558f4c6048817b470d4bd,无关,0,safe,0.2330516252954517,False,False,False,normal,6.0,2.0,314500.0,205000.0,109500.0,1.5341437358842152,0.0001009390148071,1,0,0.0
36351,31,False,3.0,0.0,0.0,0.4015763146175362,0.5593818322081561,c5c7f4c279807cf4650a7ab7890586e67859dff3fde07917315059e99b2e6dc8,无关,0,safe,0.5593818322081561,False,False,False,normal,1147.0,92.0,2049698.49,1742878.37,306820.1199999999,1.1760420860337568,0.000531929258591,2,1,10200.0
36357,664,False,2.0,0.0,0.0,0.2312585255762923,0.2897836895358189,30516a9a8b4d4333e4b448054ccc62f7e0c4f096f728279d0f833cf90618dbc5,无关,0,safe,0.1727333616167656,False,False,False,normal,16.0,0.0,6691.24,0.0,6691.24,6692.24,5.4525316681734015e-05,0,1,2.2
36384,438,False,2.0,0.0,0.0,0.2025104742167134,0.2450085543510415,592544fec4e63a44814e09bdf22b7ddf04539a05e3e20e150be0068222df6dbb,无关,0,safe,0.2450085543510415,False,False,False,normal,489.0,196.0,114949.51,108514.37,6435.139999999999,1.0593016454719733,0.000360446027931,1,1,1156.0
36391,540,False,4.0,0.0,0.25,0.4954475079562323,0.5792620503223873,26ce283c5a8279609a1b076251825ad963985ff7ac2cbe1b3df3b5f055950092,无关,0,safe,0.3205662390262646,False,False,False,normal,49.0,4.0,37790.08,1300.0,36490.08,29.04771714066103,5.4525316681734015e-05,0,1,74156.0
36395,494,False,2.0,0.0,0.0,0.1390126387502536,0.1854633100979716,4904128c1ed9d295f593959e5f8e40c5d4b8ad6bb208887ba3a837828d346410,无关,0,safe,0.0925619674025356,False,False,False,normal,1.0,4.0,130000.0,84200.21,45799.78999999999,1.543932682202548,0.0001009390148071,1,0,0.0
36397,1123,False,2.0,0.0,0.0,0.31116184592685,0.3898600275686597,89cdf366790c7f78d92d38b1183e1a8d8e987a946b10fe7a2f8356baa351080d,无关,0,safe,0.3898600275686597,False,False,False,normal,41.0,147.0,1362566.0,1193694.01,168871.99,1.1414699639231969,0.000360446027931,1,1,2832.0
36398,2173,False,2.0,0.0,0.0,0.1486381044644731,0.2179381260767001,de1567d708a2f0198e73e14203aa2ca8eca0777ff5ca714627c624f83a6fad6d,无关,0,safe,0.2179381260767001,False,False,False,normal,1.0,0.0,200.0,0.0,200.0,201.0,5.4525316681734015e-05,0,1,400.0
36425,619,False,2.0,0.0,0.0,0.1715704386533966,0.2800454936607161,72fbe98f333a78d372a89b04c1feed297efb00fdf5360a69561b75703cfbde66,无关,0,safe,0.0630953836460771,False,False,False,normal,1.0,1.0,990.0,3000.0,-2010.0,0.3302232589136954,0.0001009390148071,1,0,0.0
36443,1166,False,2.0,0.0,0.0,0.2058342003458662,0.3506486611530162,aaa4cdabf30871137679c962eb8732f9d62e35a6abc50aca77156eab497852ad,无关,0,safe,0.3506486611530162,False,False,False,normal,59.0,181.0,125658.83,287081.95,-161423.12,0.4377126192969662,0.0001009390148071,1,0,0.0
36452,895,False,2.0,0.0,0.0,0.3139876908801794,0.3851423032396972,e5ee775ba299e4df8df24d050a62785d34665c5ff131cb2f3677aa5e9ffe638d,无关,0,safe,0.3851423032396972,False,False,False,normal,928.0,89.0,944633.86,568531.66,376102.2,1.6615313885397542,0.000360446027931,1,1,2000.0
36457,2178,False,2.0,0.0,0.0,0.3244021976165987,0.4550522047785442,df10021883c15d3d4df0ccb6064710fd405cff4040742eef82ff6298f91f5e75,无关,0,safe,0.4550522047785442,False,False,False,normal,295.0,19.0,102133.39,40265.93,61867.46,2.536433495178301,5.4525316681734015e-05,0,1,66100.0
36463,349,False,2.0,0.0,0.0,0.2548345185907548,0.4199815751356933,ff9edcf3622a30d867db569a91ead77ecf9b5a4f66b65bee750a4b3ed5fa5053,无关,0,safe,0.0896874620458162,False,False,False,normal,331.0,9.0,15820.99,1787.42,14033.57,8.846909562630701,0.0001009390148071,1,0,0.0
36474,58,False,7.0,0.0,0.7142857142857143,0.5643927951787113,0.7101567290322632,0065e77fc1ec78a4567fe4d3745d68c399ebca74bcb92ab75a507eed2a2c96bd,无关,0,safe,0.7101567290322632,False,False,False,normal,185.0,40.0,831338.19,772826.6,58511.58999999997,1.0757110512098689,7.329904770688788e-05,1,0,0.0
36483,1017,False,3.0,0.0,0.0,0.3019273204443101,0.351586899456021,1a362fa31c7f020376b677ba9d14b24a839231e38b4b6d408e41297279036841,无关,0,safe,0.2419416264682074,False,False,False,normal,0.0,6.0,0.0,9988.04,-9988.04,0.0001001097202533,0.0001473527129324,2,0,0.0
36484,1582,False,2.0,0.0,0.0,0.2447734330283341,0.3958199684606031,46324105a891f3fe30e76a6410649f61bb25e478e720d07ac2509269e033a677,无关,0,safe,0.0937268975960651,False,False,False,normal,0.0,1.0,0.0,31000.0,-31000.0,3.225702396696881e-05,0.0001009390148071,1,0,0.0
36513,2217,False,2.0,0.0,0.0,0.1342475425111189,0.1912250380192437,e3e843372345c26ce9a27a8fc6d423da2b0c06858b42e7eb7537563b6e1d03ac,无关,0,safe,0.0772700470029941,False,False,False,normal,1.0,0.0,2115.87,0.0,2115.87,2116.87,5.4525316681734015e-05,0,1,4231.74
36535,2143,False,2.0,0.0,0.0,0.1007181335612427,0.1026102526616982,da1889340b9423fe67a17abb7d5482cc21d4f6efb58c51b690d09da02640ba8e,无关,0,safe,0.1026102526616982,False,False,False,normal,1.0,0.0,27000.0,0.0,27000.0,27001.0,5.4525316681734015e-05,0,1,54000.0
36562,2016,False,2.0,0.0,0.0,0.3403072094458212,0.4382140397134796,c3f5d6eff07bc8360e4dbaab193743e4781da50550345261fe27353505af9785,无关,0,safe,0.2424003791781628,False,False,False,normal,2.0,0.0,27700.0,0.0,27700.0,27701.0,5.4525316681734015e-05,0,1,1600.0
36565,314,False,6.0,0.0,0.0,0.3595682555690513,0.6535782427149593,dac1a399a4fb8ee087faf1725639857e783c563d4b602075aaa4a0393f9ab175,无关,0,safe,0.2533429204043856,False,False,False,normal,25.0,5.0,81504.0,90500.0,-8996.0,0.9005977834499066,0.0003110896366774,1,2,103300.0
36568,1312,False,1.0,0.0,0.0,0.2787399888755399,0.2787399888755399,6ff3ed2218705a28b6c0690faabc4aef2d5ab096d24e4e25bf498804a805067a,无关,0,safe,0.2787399888755399,False,False,False,normal,70.0,29.0,8982.17,37908.25,-28926.08,0.2369651206499733,0.000360446027931,1,1,27.08
